FunctionName;Type;DefinedIn;ExportedIn;UsageFile;UsageLineNumber;UsageLineContent
set_player_class;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;118;"function set_player_class(classe) { state.classe = classe; emit_player_stats_changed(); }"
update_player_position;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;119;function update_player_position(x, y) {
set_player_position;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\map_main_logic.js;188;if (!set_player_position(targetX, targetY, true)) {
set_player_position;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_main_logic.js;88;"set_player_position(x, y);"
set_player_position;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;120;"set_player_position(x, y);"
set_player_position;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;122;function set_player_position(x, y, check_blocked = false) {
set_player_position;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\save_manager_logic.js;48;"set_player_position(saveData.position.x, saveData.position.y);"
set_player_inventory;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;144;"function set_player_inventory(inv) { state.inventaire = [...inv]; emit_player_stats_changed(); }"
set_player_inventory;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\save_manager_logic.js;65;"set_player_inventory(saveData.inventaire);"
set_player_talents;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;145;"function set_player_talents(tal) { state.talents = [...tal]; emit_player_stats_changed(); }"
set_player_talents;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\save_manager_logic.js;68;"set_player_talents(saveData.talents);"
set_player_map;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;146;"function set_player_map(map) { state.carte = map; emit_player_stats_changed(); }"
set_player_map;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\save_manager_logic.js;44;"set_player_map(saveData.carte || saveData.map);"
init_player_state;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;149;function init_player_state(init_data = {}) {
init_player_state;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\save_manager_logic.js;37;init_player_state({
get_player_save_data;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\main_entry_point.js;146;"const saveData = get_player_save_data();"
get_player_save_data;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;155;function get_player_save_data() {
get_player_save_data;function;app\static\js\player_state_logic.js;app\static\js\player_state_logic.js;app\static\js\save_manager_logic.js;22;"const saveData = get_player_save_data(); // Utilisation de la fonction importée"
getAllTalentsList;function;app\static\js\player_talents_logic.js;app\static\js\player_talents_logic.js;app\static\js\player_talents_logic.js;16;function getAllTalentsList() {
getAllTalentsList;function;app\static\js\player_talents_logic.js;app\static\js\player_talents_logic.js;app\static\js\player_talents_logic.js;30;"const allTalents = getAllTalentsList();"
getTalentsFromIds;function;app\static\js\player_talents_logic.js;app\static\js\player_talents_logic.js;app\static\js\player_talents_logic.js;29;function getTalentsFromIds(ids) {
get_talents;function;app\static\js\player_talents_logic.js;app\static\js\player_talents_logic.js;app\static\js\input_handler_logic.js;77;"const talents = get_talents();"
get_talents;function;app\static\js\player_talents_logic.js;app\static\js\player_talents_logic.js;app\static\js\input_handler_logic.js;102;"const talentsData = get_talents();"
get_talents;function;app\static\js\player_talents_logic.js;app\static\js\player_talents_logic.js;app\static\js\player_main_logic.js;163;"const talents_data = get_talents();"
get_talents;function;app\static\js\player_talents_logic.js;app\static\js\player_talents_logic.js;app\static\js\player_talents_logic.js;38;function get_talents() {
utiliserTalent;function;app\static\js\player_talents_logic.js;app\static\js\player_talents_logic.js;app\static\js\player_talents_logic.js;67;function utiliserTalent(talent, index) {
dashStealth;function;app\static\js\player_talents_logic.js;app\static\js\player_talents_logic.js;app\static\js\player_talents_logic.js;140;function dashStealth(dureeFurtivite = 2000) {
update_player_stats_panel;function;app\static\js\player_ui_logic.js;app\static\js\player_ui_logic.js;app\static\js\player_ui_logic.js;24;function update_player_stats_panel() {
update_player_stats_panel;function;app\static\js\player_ui_logic.js;app\static\js\player_ui_logic.js;app\static\js\player_ui_logic.js;88;"update_player_stats_panel();"
update_pv_bar;function;app\static\js\player_ui_logic.js;app\static\js\player_ui_logic.js;app\static\js\player_ui_logic.js;41;function update_pv_bar() {
update_pv_bar;function;app\static\js\player_ui_logic.js;app\static\js\player_ui_logic.js;app\static\js\player_ui_logic.js;89;"update_pv_bar();"
update_all_player_ui;function;app\static\js\player_ui_logic.js;app\static\js\player_ui_logic.js;app\static\js\main_entry_point.js;138;"update_all_player_ui();"
update_all_player_ui;function;app\static\js\player_ui_logic.js;app\static\js\player_ui_logic.js;app\static\js\player_ui_logic.js;87;function update_all_player_ui() {
create_floating_text;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_main_logic.js;69;"create_floating_text(`Niveau ${window.PLAYER_LEVEL} !`, '#FFD700');"
create_floating_text;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_main_logic.js;124;"create_floating_text(talent.effect_text, talent.color || ""white"");"
create_floating_text;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;23;function create_floating_text(text, color) {
create_floating_text;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;249;"create_floating_text(`+${valeur}`, 'lightgreen');"
create_floating_text;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;256;"create_floating_text(`CRIT ! -${valeur}`, '#FFD700');"
create_floating_text;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;262;"create_floating_text('Esquive !', '#87CEEB');"
create_floating_text;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;268;"create_floating_text('Parade !', '#00BFFF');"
create_floating_text;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;275;"create_floating_text(`+${nom_buff}`, '#66ff99');"
create_floating_text;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;282;"create_floating_text(`-${nom_debuff}`, '#ff6666');"
create_floating_text;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;288;"create_floating_text('Miss !', '#bbb');"
apply_boost;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_main_logic.js;154;"apply_boost(talent.boost_type, talent.boost_value, talent.duration);"
apply_boost;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;50;function apply_boost(boost_type, amount, duration) {
apply_shield;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;66;function apply_shield(value, duration) {
apply_stun;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;77;function apply_stun(monstre, duration) {
apply_poison;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;91;function apply_poison(duration) {
afficher_degats;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;104;function afficher_degats(valeur) {
afficher_mob_degats;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;129;function afficher_mob_degats(valeur) {
infliger_degats_au_joueur;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\combat_manager_logic.js;142;"infliger_degats_au_joueur(degats);"
infliger_degats_au_joueur;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;153;function infliger_degats_au_joueur(valeur) {
register_game_interval;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\monstre_main_logic.js;241;"register_game_interval(interval_deplacement_monstres);"
register_game_interval;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;177;function register_game_interval(interval_id) {
clear_game_interval;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\monstre_main_logic.js;247;"clear_game_interval(interval_deplacement_monstres);"
clear_game_interval;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;187;function clear_game_interval(interval_id) {
clear_all_game_intervals;function;app\static\js\player_visual_utils.js;;app\static\js\player_visual_utils.js;197;function clear_all_game_intervals() {
clear_all_game_intervals;function;app\static\js\player_visual_utils.js;;app\static\js\player_visual_utils.js;217;"clear_all_game_intervals();"
afficher_game_over;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_state_logic.js;109;"window.afficher_game_over();"
afficher_game_over;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;162;"afficher_game_over();"
afficher_game_over;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;208;function afficher_game_over() {
clear_all_intervals;function;app\static\js\player_visual_utils.js;;app\static\js\player_visual_utils.js;230;function clear_all_intervals() {
afficher_soin;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;248;function afficher_soin(valeur) {
afficher_critique;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;255;function afficher_critique(valeur) {
afficher_esquive;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;261;function afficher_esquive() {
afficher_parade;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;267;function afficher_parade() {
afficher_buff;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;274;function afficher_buff(nom_buff) {
afficher_debuff;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;281;function afficher_debuff(nom_debuff) {
afficher_miss;function;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;app\static\js\player_visual_utils.js;287;function afficher_miss() {
getXpToNextLevel;function;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;12;function getXpToNextLevel(level) {
getXpToNextLevel;function;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;18;"return getXpToNextLevel(level);"
get_xp_to_next_level;function;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;app\static\js\player_main_logic.js;40;"const max_xp = get_xp_to_next_level(10);"
get_xp_to_next_level;function;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;app\static\js\player_main_logic.js;52;"player_xp = get_xp_to_next_level(10);"
get_xp_to_next_level;function;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;app\static\js\player_main_logic.js;67;"xp_to_next_level = get_xp_to_next_level(window.PLAYER_LEVEL);"
get_xp_to_next_level;function;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;app\static\js\player_main_logic.js;78;"max_xp = get_xp_to_next_level(10);"
get_xp_to_next_level;function;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;app\static\js\player_ui_logic.js;74;"const xpNext = get_xp_to_next_level(lvl);"
get_xp_to_next_level;function;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;17;function get_xp_to_next_level(level) {
filterTalentsByLevel;function;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;29;function filterTalentsByLevel(allTalents, playerLevel) {
onLevelUp;function;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;40;function onLevelUp(playerLevel, allTalents, callbackNewTalent) {
getMaxVie;function;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;52;function getMaxVie(level) {
getMaxMana;function;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;59;function getMaxMana(level) {
getPlayerBaseAtk;function;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;67;function getPlayerBaseAtk(level) {
getPlayerBaseDef;function;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;75;function getPlayerBaseDef(level) {
getMonsterPV;function;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;84;function getMonsterPV(level) {
getMonsterAtk;function;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;90;function getMonsterAtk(level) {
getMonsterDef;function;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;96;function getMonsterDef(level) {
getMonsterXP;function;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;102;function getMonsterXP(level) {
getMonsterXP;function;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;110;"return getMonsterXP(lvl);"
calculerXPMonstre;function;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;app\static\js\progression_main_logic.js;108;function calculerXPMonstre(monstre) {
save_player_state;function;app\static\js\save_manager_logic.js;app\static\js\save_manager_logic.js;app\static\js\save_manager_logic.js;21;function save_player_state() {
initConnexion;function;app\static\js\utils_main_logic.js;app\static\js\utils_main_logic.js;app\static\js\utils_main_logic.js;10;function initConnexion() {
afficherMessage;function;app\static\js\utils_main_logic.js;app\static\js\utils_main_logic.js;app\static\js\player_talents_logic.js;207;"afficherMessage(""Vous êtes furtif pendant "" + (dureeFurtivite/1000) + ""s"", ""success"");"
afficherMessage;function;app\static\js\utils_main_logic.js;app\static\js\utils_main_logic.js;app\static\js\player_talents_logic.js;220;"afficherMessage(""La furtivité est terminée !"", ""error"");"
afficherMessage;function;app\static\js\utils_main_logic.js;app\static\js\utils_main_logic.js;app\static\js\player_talents_logic.js;225;"afficherMessage(""Dash furtif impossible : aucune case libre pour s'éloigner !"", ""error"");"
afficherMessage;function;app\static\js\utils_main_logic.js;app\static\js\utils_main_logic.js;app\static\js\utils_main_logic.js;25;"afficherMessage(result.message, response.ok ? 'success' : 'error');"
afficherMessage;function;app\static\js\utils_main_logic.js;app\static\js\utils_main_logic.js;app\static\js\utils_main_logic.js;51;"afficherMessage(result.message, response.ok ? 'success' : 'error');"
afficherMessage;function;app\static\js\utils_main_logic.js;app\static\js\utils_main_logic.js;app\static\js\utils_main_logic.js;63;function afficherMessage(message, type = 'info') {
initSmokeAnimation;function;app\static\js\utils_main_logic.js;app\static\js\utils_main_logic.js;app\static\js\utils_main_logic.js;80;function initSmokeAnimation() {
animateSmokeOpacity;function;app\static\js\utils_main_logic.js;;app\static\js\utils_main_logic.js;84;function animateSmokeOpacity() {
animateSmokeOpacity;function;app\static\js\utils_main_logic.js;;app\static\js\utils_main_logic.js;95;"animateSmokeOpacity();"
initParticles;function;app\static\js\utils_main_logic.js;app\static\js\utils_main_logic.js;app\static\js\utils_main_logic.js;104;function initParticles() {
